Ottoneu ID,Fangraphs ID,Name,Birthday,Positions,Bats,Throws,wOBA,wOBA vs LHP,wOBA vs RHP
18466,13613,Ketel Marte,1993-10-12,2B,B,R,,0.363583853550044,0.3559857125984908
33677,25971,Kevin Alcantara,2002-07-12,OF,R,R,,0.3017549340745984,0.2824739090487685
14209,11038,Kevin Kiermaier,1990-04-22,Util,L,R,,0.24325090966924964,0.2853125727254506
23663,sa969045,Kevin Maitan,2000-02-12,1B,B,R,,0.25905606688681154,0.24789442662313144
44223,sa3022895,Kevin McGonigle,2004-08-18,SS,L,R,,0.31595591743124846,0.34886624911785036
18508,17696,Kevin Newman,1993-08-04,SS/3B,R,R,,0.2752548929021932,0.2627519915571387
18429,12434,Kevin Pillar,1989-01-04,OF,R,R,,0.2844543365012183,0.2719042249984236
18343,13807,Kevin Plawecki,1991-02-26,Util,R,R,,0.2762904260939102,0.26384875668597024
31994,20242,Kevin Smith,1996-07-04,Util,R,R,,0.2722355554895632,0.25558716019853156
23698,19952,Khalil Lee,1998-06-26,Util,L,L,,0.2816066902065655,0.3256304786566077
35487,20572,Kody Clemens,1996-05-15,1B/2B/OF,L,R,,0.26347607236766085,0.30564219159228134
14565,11200,Kole Calhoun,1987-10-14,Util,L,L,,0.2558545674274364,0.2943904030665058
18111,12532,Kolten Wong,1990-10-10,Util,L,R,,0.2524838316416105,0.2892055243523052
45769,sa3065496,Konnor Griffin,2006-04-24,SS,R,R,,0.3137860755598202,0.30478812432121016
36859,25543,Korey Lee,1998-07-25,C,R,R,,0.2715228236813244,0.26079366769089385
18256,15429,Kris Bryant,1992-01-04,Util,R,R,,0.2911085943664052,0.28196130536306374
44308,33644,Kristian Campbell,2002-06-28,1B/2B/OF,R,R,,0.3159148218866244,0.29950071084694213
33632,sa3006884,Kristian Robinson,2000-12-11,OF,R,R,,0.29636224225290075,0.28314782364193714
29790,14813,Kyle Farmer,1990-08-17,1B/2B/SS/3B,R,R,,0.28367295345482924,0.26981940810075566
23125,18063,Kyle Garlick,1992-01-26,Util,R,R,,0.2804264993301205,0.267112159065602
9395,5517,Kyle Higashioka,1990-04-20,C,R,R,,0.29559787783861985,0.2833298189306386
33686,21614,Kyle Isbel,1997-03-03,OF,L,R,,0.2591753727579025,0.29879339307969127
44012,33252,Kyle Karros,2002-07-26,3B,R,R,,0.30940037512787816,0.2992580530304108
23621,19508,Kyle Lewis,1995-07-13,Util,R,R,,0.3172830767943043,0.2990267192125434
40508,29794,Kyle Manzardo,2000-07-18,1B,L,R,,0.28968993177312574,0.323833693601758
37337,25575,Kyle McCann,1997-12-02,Util,L,R,,0.23700438321159978,0.2777478692088176
18347,16478,Kyle Schwarber,1993-03-05,OF,L,R,,0.32906486978406957,0.3669798217463683
37480,26151,Kyle Stowers,1998-01-02,OF,L,L,,0.2887800845997719,0.3247518048083799
43949,33549,Kyle Teel,2002-02-15,C,L,R,,0.28602503025368503,0.3242558999448266
18546,18345,Kyle Tucker,1997-01-17,OF,L,R,,0.33901126274064897,0.3652405687570079
38004,26420,Kyren Paris,2001-11-11,2B/OF,R,R,,0.28964511525819975,0.27452430464961136
21964,18126,LaMonte Wade,1994-01-01,1B/OF,L,L,,0.27650731116224286,0.31581367651576
21041,16939,Lane Thomas,1995-08-23,OF,R,R,,0.3212892831381104,0.2924031951448111
34601,21454,Lars Nootbaar,1997-09-08,OF,L,R,,0.3008336955861407,0.34298604394150073
34788,22542,Lawrence Butler,2000-07-10,OF,L,R,,0.2824487646355907,0.3248646175922019
41160,sa3018409,Lazaro Montes,2004-10-22,OF,L,R,,0.26114430541764105,0.3113052568726427
,sa873307,Leandro Cedeno,1998-08-22,,R,R,,0.29849354208718704,0.28671556947133553
26411,22896,Lenyn Sosa,2000-01-25,1B/2B,R,R,,0.3016769992459306,0.2893792623582847
44539,sa3023363,Leo De Vries,2006-10-11,SS,B,R,,0.289017708816236,0.29032336197064895
34802,23782,Leo Jimenez,2001-05-17,2B,R,R,,0.30421488443631794,0.3017394274177678
22233,21009,Leo Rivas,1997-10-10,2B/SS,B,R,,0.29607267514665014,0.29150922508702004
23690,18900,Leody Taveras,1998-09-08,OF,B,R,,0.29503931273044487,0.3015275647927783
39345,sa3015773,Leonardo Bernal,2004-02-13,C,B,R,,0.2742452189892986,0.274729397402896
40541,29844,Liam Hicks,1999-06-02,C/1B,L,R,,0.30157331860590386,0.33473733785492665
33908,24273,Liover Peguero,2000-12-31,1B/2B/SS/3B,R,R,,0.28060307290418596,0.2668625161329901
26567,22471,Livan Soto,2000-06-22,2B/SS,L,R,,0.23595911000816758,0.2699327566079123
37527,25844,Logan Davidson,1997-12-26,1B/2B,B,R,,0.2793826885335832,0.2604160074102079
36736,25475,Logan Driscoll,1997-11-03,Util,L,R,,0.24572362444978574,0.2857028291563257
35181,24729,Logan O'Hoppe,2000-02-09,C,R,R,,0.30799435830377403,0.2897488444402472
35307,20626,Logan Porter,1995-07-12,C,R,R,,0.28574132350452786,0.2701527798680088
23722,19238,Lourdes Gurriel,1993-10-19,OF,R,R,,0.3258779816461477,0.3102931125504414
18545,18899,Lucius Fox,1997-07-02,Util,B,R,,0.26658976801422113,0.2546779338254793
20545,18568,Luis Arraez,1997-04-09,1B/2B,L,R,,0.29672097933107155,0.3322792905982524
26404,22217,Luis Campusano,1998-09-29,C,R,R,,0.3335566825622301,0.3197803096014715
33548,20391,Luis Garcia,2000-05-16,2B,L,R,,0.28069148063943355,0.32767641412721643
19391,16451,Luis Guillorme,1994-09-27,3B,L,R,,0.2506917642179709,0.28364293809721935
36040,26467,Luis Matos,2002-01-28,OF,R,R,,0.3127275025190118,0.3029272761952987
45090,sa3024134,Luis Pena,2006-11-13,2B/SS,R,R,,0.26479012726149787,0.2559513470424734
20291,19858,Luis Rengifo,1997-02-26,2B/3B/OF,B,R,,0.30521178459309256,0.29831044799774276
23780,20043,Luis Robert,1997-08-03,OF,R,R,,0.3211698731614874,0.3019673922557797
19981,15905,Luis Torrens,1996-05-02,C,R,R,,0.29853958745255516,0.28830445080871847
20827,16622,Luis Urias,1997-06-03,2B/3B,R,R,,0.3106804651064681,0.302755536725343
27083,23442,Luis Vazquez,1999-10-10,SS/3B,R,R,,0.28551757661495686,0.27629954934151846
36048,26548,Luisangel Acuna,2002-03-12,2B,R,R,,0.293011822266752,0.2849325568668406
44218,sa3022887,LuJames Groover,2002-04-16,3B,R,R,,0.31809385233272436,0.30827365513150357
44057,33321,Luke Keaschall,2002-08-15,2B,R,R,,0.322629471675368,0.31853972040120043
27457,13355,Luke Maile,1991-02-06,C,R,R,,0.2834353450754416,0.27064293314642396
32655,19354,Luke Raley,1994-09-19,1B/OF,L,R,,0.2871763839994612,0.32526940586537273
23799,14811,Luke Voit,1991-02-13,Util,R,R,,0.3139110487306026,0.3057505529939751
22702,19931,Luke Williams,1996-08-09,SS/RP,R,R,,0.2660240836221625,0.25443881745672614
33631,21497,Luken Baker,1997-03-10,1B,R,R,,0.30878241543006796,0.28971317551365094
26154,22715,Maikel Garcia,2000-03-03,2B/SS/3B/OF,R,R,,0.334168064378978,0.3173884441464078
33641,sa3008113,Malcom Nunez,2001-03-09,3B,R,R,,0.2884326546604584,0.279082207357262
14934,11493,Manny Machado,1992-07-06,3B,R,R,,0.3457509462996895,0.3269316563491685
18280,14712,Manuel Margot,1994-09-28,OF,R,R,,0.2863002533308797,0.27230463448407416
6130,10324,Marcell Ozuna,1990-11-12,Util,R,R,,0.3404464639142323,0.3238145414442045
40095,29668,Marcelo Mayer,2002-12-12,2B/SS/3B,L,R,,0.2752971169751386,0.30452526852622824
33646,25616,Marco Luciano,2001-09-10,OF,R,R,,0.2955718319175776,0.27307209171288743
18263,12533,Marcus Semien,1990-09-17,2B,R,R,,0.31381991554496,0.30456768275280016
14852,11445,Mark Canha,1989-02-15,OF,R,R,,0.30624057097365914,0.29607494816395274
22710,18032,Mark Mathias,1994-08-02,Util,R,R,,0.3160070063834455,0.30095561243438673
26857,22184,Mark Vientos,1999-12-11,3B,R,R,,0.33629942064048973,0.3214576975657228
2792,6887,Martin Maldonado,1986-08-16,C,R,R,,0.2480957357253721,0.23401465429962717
,5497,Marwin Gonzalez,1989-03-14,,B,R,,0.25344117276933764,0.24533333515204575
42722,31837,Masataka Yoshida,1993-07-15,OF,L,R,,0.2989071737302621,0.3316701196404265
38404,27479,Masyn Winn,2002-03-21,SS,R,R,,0.3169300158609349,0.3054684673820069
29680,17710,Matt Beaty,1993-04-28,Util,L,R,,0.2567797608204643,0.2925892148177945
4672,8090,Matt Carpenter,1985-11-26,Util,L,R,,0.25601486674810947,0.29198021804929786
18378,16505,Matt Chapman,1993-04-28,3B,R,R,,0.33604644999197114,0.3180588212261442
,7226,Matt Davidson,1991-03-26,,R,R,,0.3186609181765693,0.29901171985908276
18443,13836,Matt Duffy,1991-01-15,Util,R,R,,0.27527956080302285,0.25987144633896536
40371,29695,Matt McLain,1999-08-06,2B,R,R,,0.31472646594646,0.2978624686428193
38733,27845,Matt Mervis,1998-04-16,1B,L,R,,0.25474466008218477,0.2930386201570654
18386,14344,Matt Olson,1994-03-29,1B,L,R,,0.33195207911965346,0.3729407301174525
18448,13788,Matt Reynolds,1990-12-03,Util,R,R,,0.28321675227089566,0.26833181476924006
43966,33322,Matt Shaw,2001-11-06,3B,R,R,,0.32787797536291946,0.31343807068962853
23645,19318,Matt Thaiss,1995-05-06,C,L,R,,0.27263754559379716,0.302653545510439
33666,21558,Matt Vierling,1996-09-16,OF,R,R,,0.3094183366696616,0.29342145017129745
37174,26466,Matt Wallner,1997-12-12,OF,L,R,,0.29427723044990267,0.33017778611437043
26509,20157,Matthew Batten,1995-06-22,1B/3B,R,R,,0.2627908244467752,0.24778339885301878
37486,25980,Matthew Lugo,2001-05-09,OF,R,R,,0.2882659947371301,0.27325010959812057
19649,16530,Mauricio Dubon,1994-07-19,2B/SS/3B/OF,R,R,,0.30371800308087676,0.2932520103613816
44020,sa3022567,Max Anderson,2002-02-28,2B/3B,R,R,,0.298345454500922,0.28893940432508897
43893,sa3022683,Max Clark,2004-12-21,OF,L,L,,0.2643434505347626,0.3086535383359807
14131,12144,Max Kepler,1993-02-10,OF,L,L,,0.2798803901825816,0.3154977138287845
40460,29779,Max Muncy,2002-08-25,2B/SS/3B,R,R,,0.302927549105201,0.2928011839370077
18255,13301,Max Muncy,1990-08-25,3B,L,R,,0.3170546698454484,0.35065211413528413
35175,24488,Max Schuemann,1997-06-11,2B/SS/3B/OF,R,R,,0.29282053109968853,0.28173719588389595
8542,10059,Max Stassi,1991-03-15,Util,R,R,,0.29012418571017357,0.2737185763507442
38112,27963,Maximo Acosta,2002-10-29,2B/SS/3B,R,R,,0.2850017026444203,0.27469889613429066
41180,sa3018429,Michael Arroyo,2004-11-03,2B,R,R,,0.3012482459715708,0.2934893212184366
2803,4106,Michael Brantley,1987-05-15,Util,L,L,,0.2759343302643412,0.3221990151788285
33156,19683,Michael Brosseau,1994-03-15,3B,R,R,,0.2737865348352395,0.2616964621477923
37841,26319,Michael Busch,1997-11-09,1B,L,R,,0.30305611819392314,0.3472243112525288
18379,17321,Michael Chavis,1995-08-11,1B,R,R,,0.2929669938357035,0.2794786643686124
18365,16376,Michael Conforto,1993-03-01,OF,L,R,,0.29149331163976727,0.32415283781545184
37295,25931,Michael Harris II,2001-03-07,OF,L,L,,0.3071258481455784,0.34587344480633425
35657,24605,Michael Helman,1996-05-23,SS/OF,R,R,,0.27456169816772397,0.2648262267354478
19677,16285,Michael Hermosillo,1995-01-17,Util,R,R,,0.30489365428586057,0.29162688322226854
37098,27684,Michael Massey,1998-03-22,2B/OF,L,R,,0.26423612700143856,0.3046227919626101
28734,12977,Michael Perez,1992-08-07,Util,L,R,,0.23096105903891062,0.26951670550607976
35605,22557,Michael Siani,1999-07-16,OF,L,L,,0.23027352403967485,0.26207110737645123
35785,25353,Michael Stefanic,1996-02-24,2B/SS/3B,R,R,,0.3133442962463435,0.3060648512191159
37072,25845,Michael Toglia,1998-08-16,1B,B,L,,0.2942423491378691,0.2834198996902405
35304,24759,Mickey Gasper,1995-10-11,C,B,R,,0.3070769538034976,0.3075933142116469
23639,19956,Mickey Moniak,1998-05-13,OF,L,R,,0.26714822391958176,0.3193551031572007
32321,21693,Miguel Amaya,1999-03-09,C,R,R,,0.3095155555063973,0.300578247017977
23720,15878,Miguel Andujar,1995-03-02,3B/OF,R,R,,0.3279397812235224,0.3175706661988068
,1744,Miguel Cabrera,1983-04-18,,R,R,,0.28746810902127656,0.2737233772110395
4475,7802,Miguel Rojas,1989-02-24,2B/SS/3B,R,R,,0.30700881987728074,0.2937299220663823
13310,12164,Miguel Sano,1993-05-11,Util,R,R,,0.3018114510473799,0.2812703100427641
34804,20178,Miguel Vargas,1999-11-17,1B/3B,R,R,,0.34241465748371686,0.3251192985957242
18620,15585,Mike Ford,1992-07-04,1B,L,R,,0.24985291324029874,0.2947932978091817
7624,4892,Mike Moustakas,1988-09-11,Util,L,R,,0.24097826356240218,0.2852824249181139
46289,sa3042374,Mike Sirota,2003-06-16,OF,R,R,,0.3031136459547228,0.2900545160935875
19369,15274,Mike Tauchman,1990-12-03,OF,L,L,,0.2868153361293808,0.31930023576495875
6305,10155,Mike Trout,1991-08-07,OF,R,R,,0.3557834025075055,0.34314492930018503
18383,14854,Mike Yastrzemski,1990-08-23,OF,L,L,,0.26868862867990917,0.31883940762088125
18183,13265,Mike Zunino,1991-03-25,Util,R,R,,0.28855604009415836,0.2634473453025178
32785,20017,Miles Mastrobuoni,1995-10-31,2B/3B/OF,L,R,,0.27440725098941143,0.30191671472677484
23845,15161,Mitch Garver,1991-01-15,C,R,R,,0.3229950935412236,0.2912994291915623
18356,14274,Mitch Haniger,1990-12-23,Util,R,R,,0.29703149974872134,0.2810538135339748
26472,22197,MJ Melendez,1998-11-29,OF,L,R,,0.2678188326718064,0.3055349969733753
39285,28820,Moises Ballesteros,2003-11-08,C,L,R,,0.30063367746437025,0.3348796456733169
22750,sa875163,Moises Gomez,1998-08-27,OF,R,R,,0.2803311101391893,0.2675255473294337
20928,17216,Monte Harrison,1995-08-10,Util,R,R,,0.27301699615280656,0.2564094886290441
18276,13611,Mookie Betts,1992-10-07,SS,R,R,,0.3556617572783919,0.34398887953509766
48240,sa3063258,Munetaka Murakami,2000-02-02,Util,L,R,,0.3035168010434818,0.34935057994236424
22922,17620,Myles Straw,1994-10-17,OF,R,R,,0.28299815188547905,0.2782787976730929
42206,31765,Nacho Alvarez,2003-04-11,3B,R,R,,0.2924059221139678,0.28515058325803777
37304,25979,Nasim Nunez,2000-08-18,2B/SS,B,R,,0.28992176343804615,0.2755616463971992
34973,25055,Nate Eaton,1996-12-22,3B/OF,R,R,,0.2835929691703447,0.2717532524204461
46434,sa3067128,Nate George,2006-06-04,OF,R,R,,0.26645356953215127,0.25664670865546285
32765,19566,Nate Lowe,1995-07-07,1B,L,R,,0.2934689779461421,0.3318290998836673
42145,31357,Nathan Church,2000-07-12,OF,L,L,,0.2809340028900422,0.31088981839171687
22782,18123,Nathan Lukes,1994-07-12,OF,L,R,,0.2936033593067795,0.3268271901235086
41172,sa3018421,Nelson Rada,2005-08-24,OF,L,L,,0.254907874035526,0.2903829317140543
27081,23359,Nelson Velazquez,1998-12-26,OF,R,R,,0.3060256179555592,0.2893582719528221
18352,12147,Nick Ahmed,1990-03-15,Util,R,R,,0.2569399285660219,0.24471343206967688
26860,22277,Nick Allen,1998-10-08,SS,R,R,,0.2905989112613923,0.2742850587626027
14914,11737,Nick Castellanos,1992-03-04,OF,R,R,,0.3074055799753967,0.2959851488210656
22999,18206,Nick Dini,1993-07-27,Util,R,R,,0.2846863632467284,0.27435194212736597
34653,21538,Nick Fortes,1996-11-11,C,R,R,,0.2988704093196681,0.29043724978460134
38314,27490,Nick Gonzales,1999-05-27,2B/SS,R,R,,0.31082754700938053,0.306114499275323
18361,16337,Nick Gordon,1995-10-24,Util,L,R,,0.23875239421010444,0.27981029714280137
45716,35110,Nick Kurtz,2003-03-12,1B,L,L,,0.3273397570092322,0.3885330829519394
38408,27630,Nick Loftin,1998-09-25,2B/3B/OF,R,R,,0.31576075398596654,0.30629168918414357
33618,20521,Nick Madrigal,1997-03-05,Util,R,R,,0.29798205453095455,0.2918169280534453
28079,12005,Nick Martini,1990-06-07,OF,L,L,,0.2680982323158552,0.3010598628057892
31808,21635,Nick Maton,1997-02-18,Util,L,R,,0.2648616803749967,0.2967878717066108
23847,22117,Nick Pratto,1998-10-06,1B,L,L,,0.24222092479097,0.2792608477129672
23623,19293,Nick Senzel,1995-06-29,3B/OF,R,R,,0.2828792788607409,0.26410668607878784
36769,25483,Nick Sogard,1997-09-09,1B/2B/SS/3B,B,R,,0.29259180365698745,0.29036826715452235
23653,19294,Nick Solak,1995-01-11,1B/OF,R,R,,0.310805732788827,0.30009510021677244
38436,27504,Nick Yorke,2002-04-02,2B/OF,R,R,,0.3066724506454869,0.2959819972037427
32632,19339,Nicky Lopez,1995-03-13,2B/SS/3B,L,R,,0.25765980897667895,0.2848882121114831
33627,21479,Nico Hoerner,1997-05-13,2B,R,R,,0.33046558015149957,0.3221748810937864
40503,29782,Niko Kavadas,1998-10-27,1B/OF,L,R,,0.2669105628535448,0.3075893402326915
36030,26517,Noelvi Marte,2001-10-16,3B/OF,R,R,,0.308632382095892,0.30341654381779426
12379,9777,Nolan Arenado,1991-04-16,3B,R,R,,0.3181740260512592,0.30463261505072753
33623,22263,Nolan Gorman,2000-05-10,2B/3B,L,R,,0.28551084045803127,0.31304682130590034
23870,20529,Nolan Jones,1998-05-07,OF,L,R,,0.2748447602538679,0.31413001366629567
43932,33189,Nolan Schanuel,2002-02-14,1B,L,R,,0.31501363990946374,0.3452415558586263
,13075,Norichika Aoki,1982-01-05,,L,R,,0.24179481863516764,0.28078646528711365
37224,26295,Oliver Dunn,1997-09-02,SS/3B,L,R,,0.2422580033887289,0.27872889551485824
9639,13338,Omar Narvaez,1992-02-10,C,L,R,,0.24277910520473406,0.2793961438766117
32291,21711,Oneil Cruz,1998-10-04,OF,L,R,,0.28480124710455773,0.33581042191573973
33667,25967,Orelvis Martinez,2001-11-19,2B,R,R,,0.286387752301915,0.27501800394671355
18433,13185,Orlando Arcia,1994-08-04,1B/2B/SS/3B,R,R,,0.2927613435313537,0.2810251677932241
40928,30162,Oscar Colas,1998-09-17,OF,L,L,,0.23989125490519692,0.27985943094894505
22326,20970,Oscar Gonzalez,1998-01-10,OF,R,R,,0.2935430751647916,0.28529208390168626
19280,16375,Oscar Mercado,1994-12-16,OF,R,R,,0.2813431368221469,0.2679110514951402
34565,23985,Osleivis Basabe,2000-09-13,2B/SS/3B,R,R,,0.2812631805067898,0.2695655080506275
26213,22823,Oswald Peraza,2000-06-15,1B/2B/SS/3B,R,R,,0.29179038185296946,0.2855590403031326
32076,21707,Oswaldo Cabrera,1999-03-01,3B,B,R,,0.28578556374606845,0.2959344593502684
42659,31792,Otto Kemp,1999-09-09,1B/3B/OF,R,R,,0.29180137767766506,0.28533872268742644
26570,19608,Otto Lopez,1998-10-01,2B/SS,R,R,,0.327309823482869,0.3205357561538071
38367,27496,Owen Caissie,2002-07-08,OF,L,R,,0.2687457673949011,0.3107999796164254
34617,24655,Owen Miller,1996-11-15,SS/3B,R,R,,0.280450962375272,0.2734366738331537
18397,16556,Ozzie Albies,1997-01-07,2B,B,R,,0.32958693060051,0.32340632373742756
22925,18433,P.J. Higgins,1993-05-10,C/1B/3B,L,L,,0.27072594785949533,0.25879782748205177
30102,16357,Pablo Reyes,1993-09-05,SS,R,R,,0.30312996489477567,0.2900560842411052
35450,23800,Parker Meadows,1999-11-02,OF,L,R,,0.2635778593628307,0.2973516601560408
18632,14885,Pat Valaika,1992-09-09,Util,R,R,,0.26151722311455783,0.24742647765188078
38321,27478,Patrick Bailey,1999-05-29,C,B,R,,0.2720953667432145,0.27814996043254997
23766,13602,Patrick Wisdom,1991-08-27,Util,R,R,,0.31186161077436714,0.2976766000267437
21601,18015,Paul DeJong,1993-08-02,2B/SS/3B,R,R,,0.2773949297052376,0.27494895148933607
4374,9218,Paul Goldschmidt,1987-09-10,1B,R,R,,0.33881254092059543,0.31157667166382025
40518,sa3017372,Paul McIntosh,1997-11-20,C,R,R,,0.28622182763182596,0.27584996662340433
23808,19892,Pavin Smith,1996-02-06,1B,L,L,,0.2831578725632443,0.32434049837209716
44696,sa3023622,Payton Eeles,1999-11-16,2B/SS/OF,L,R,,0.2636137455672457,0.3031422576917944
38482,27781,Pedro Leon,1998-05-28,OF,R,R,,0.28829846644359347,0.27231159801711285
37035,25782,Pedro Pages,1998-09-17,C,R,R,,0.2892781887600308,0.28159382394891896
23859,19251,Pete Alonso,1994-12-07,1B,R,R,,0.34877988882338656,0.3433665550811358
38327,27769,Pete Crow-Armstrong,2002-03-25,OF,L,L,,0.2848846517792857,0.32898001332469723
36730,25459,Peyton Burdick,1997-02-26,Util,R,R,,0.2713539521812797,0.252518954488089
44091,sa3022680,Phillip Glasser,1999-12-03,OF,L,R,,0.26561071290125426,0.30246459145592774
18390,13633,Preston Tucker,1990-07-06,Util,L,L,,0.2331009044805899,0.27728446381896615
18344,17350,Rafael Devers,1996-10-24,1B,L,R,,0.297812404222001,0.3555772915275481
42430,31991,Rafael Flores,2000-11-07,C,R,R,,0.29753200598005825,0.2829473729464317
32211,21646,Rafael Marchan,1999-02-25,C,B,R,,0.2859339672226856,0.2813841889211646
9018,10323,Rafael Ortega,1991-05-15,OF,L,R,,0.25311952065561716,0.29514238827150935
45018,sa3023987,Rainiel Rodriguez,2007-01-04,C,R,R,,0.2828283739316377,0.2726696476195441
44310,sa3023013,Ralphy Velazquez,2005-05-28,1B,L,R,,0.26131999479749113,0.30904976409400586
21200,17128,Ramon Laureano,1994-07-15,OF,R,R,,0.32422670226942085,0.3065932011202631
28514,18795,Ramon Urias,1994-06-03,2B/3B,R,R,,0.3118160569433598,0.3032951452739074
6320,10243,Randal Grichuk,1991-08-13,OF,R,R,,0.31587689605043606,0.29843518446151795
23840,19290,Randy Arozarena,1995-02-28,OF,R,R,,0.3395224966486528,0.32569542830455234
37107,27493,Rece Hinds,2000-09-05,OF,R,R,,0.2913470408968857,0.2847421738963637
18295,15674,Reese McGuire,1995-03-02,C,L,R,,0.2439354017727708,0.2767352824591232
20288,19859,Rene Pinto,1996-11-02,C,R,R,,0.27390944829636216,0.2610522345864866
42352,31793,Rhylan Thomas,2000-04-15,OF,L,L,,0.271347706328546,0.30194679561309046
20350,16472,Rhys Hoskins,1993-03-17,1B,R,R,,0.3295797839673094,0.3095048714288781
33635,24589,Richard Palacios,1997-05-16,Util,L,R,,0.2815645067303513,0.30959563015019714
18500,17736,Richie Martin,1994-12-22,SS/3B,R,R,,0.2655281898791333,0.2554856474254572
31564,19864,Riley Adams,1996-06-26,C,R,R,,0.2825017171960972,0.2730706476642429
36509,25976,Riley Greene,2000-09-28,OF,L,L,,0.30736605435175035,0.3566569951607498
14423,10655,Rob Brantly,1989-07-14,Util,L,R,,0.24580565018290426,0.278291731018917
5031,5254,Robbie Grossman,1989-09-16,Util,B,L,,0.3087160262165597,0.29241958969147874
43000,sa3021078,Robert Calaz,2005-11-22,OF,R,R,,0.2465694998918965,0.23726749899185895
38461,27482,Robert Hassell,2001-08-15,OF,L,L,,0.25524750150781444,0.2857872715405517
18345,13770,Robert Refsnyder,1991-03-26,OF,R,R,,0.32728521684694417,0.30560170694854816
32327,21987,Rodolfo Castro,1999-05-21,SS,B,R,,0.3104913848744232,0.27618316930183434
44948,sa3023917,Roldy Brito,2007-04-08,2B/OF,B,R,,0.24214002717657926,0.2374560600135866
42409,31812,Roman Anthony,2004-05-13,OF,L,R,,0.3052284389551766,0.34471226227186685
18212,13546,Roman Quinn,1993-05-14,Util,B,R,,0.27160289514063596,0.25974795569240794
34602,21562,Romy Gonzalez,1996-09-06,1B/2B,R,R,,0.3208574246676625,0.30809469649440285
23327,18401,Ronald Acuna,1997-12-18,OF,R,R,,0.38005460894171583,0.3672108731485986
18219,14388,Ronald Guzman,1994-10-20,Util,L,L,,0.2651320003726166,0.3102784326988796
33640,23698,Ronny Mauricio,2001-04-04,2B/3B,B,R,,0.2937343544132666,0.3061865487351845
35709,25346,Ronny Simon,2000-04-17,2B/OF,B,R,,0.30001054066465466,0.2941160485150737
18158,12282,Rougned Odor,1994-02-03,Util,L,R,,0.2597643939858342,0.2968601789302656
18499,15679,Rowdy Tellez,1995-03-16,1B,L,L,,0.2685683876957784,0.3114284954075411
23796,20437,Royce Lewis,1999-06-05,3B,R,R,,0.3286854534660508,0.3126457467739796
40232,29547,Ryan Bliss,1999-12-13,2B,R,R,,0.2821207745722551,0.27142120564675243
42354,sa3020126,Ryan Clifford,2003-07-20,1B/OF,L,L,,0.251614780542042,0.29889750111565777
34363,24622,Ryan Fitzgerald,1994-06-17,SS,L,R,,0.2621784794509344,0.29629911048113167
33652,24618,Ryan Jeffers,1997-06-03,C,R,R,,0.34372117270616476,0.3271683516024342
37217,25867,Ryan Kreidler,1997-12-12,SS/OF,R,R,,0.2828436652016025,0.26467612156781495
,16524,Ryan McBroom,1992-04-09,,R,L,,0.28473631675003774,0.26832575316269514
22730,19928,Ryan McKenna,1997-02-14,Util,R,R,,0.2960012705230239,0.2764030834693634
18328,15112,Ryan McMahon,1994-12-14,3B,L,R,,0.27108368458974536,0.3070045405740186
22670,18373,Ryan Mountcastle,1997-02-18,1B,R,R,,0.31996610020079463,0.30236788425589106
23862,23312,Ryan Noda,1996-03-30,1B/OF,L,L,,0.25944878184716075,0.29230305005913493
21156,16442,Ryan O'Hearn,1993-07-26,1B/OF,L,L,,0.2989793310330478,0.3392856832504203
42405,31500,Ryan Ritter,2000-11-10,2B/SS,R,R,,0.2949014369901939,0.28207104110481324
26562,22165,Ryan Vilade,1999-02-18,2B/OF,R,R,,0.2994909715448032,0.2861174386801914
45789,sa3025261,Ryan Waldschmidt,2002-10-07,OF,R,R,,0.3154028719857723,0.304630580523802
37113,sa1169792,Ryan Ward,1998-02-23,1B/OF,L,R,,0.25602841154367667,0.3023327162607656
40298,29622,Sal Frelick,2000-04-19,OF,L,R,,0.2933631718199611,0.327888819933985
42358,31505,Sal Stewart,2003-12-07,1B/3B,R,R,,0.34399941814208757,0.3282284571317339
8626,7304,Salvador Perez,1990-05-10,C/1B,R,R,,0.30801793460076066,0.2997246665972827
22041,18054,Sam Haggerty,1994-05-26,OF,B,R,,0.29478636582146484,0.28452892976794447
21476,17954,Sam Hilliard,1994-02-21,OF,L,L,,0.26986189763639623,0.3069653644260126
32653,22209,Sam Huff,1998-01-14,C,R,R,,0.27489518375562944,0.2575376122531472
32726,22274,Samad Taylor,1998-07-11,2B/OF,R,R,,0.30563504589236473,0.29197938803396795
39288,28824,Samuel Basallo,2004-11-09,C/1B,L,R,,0.29736426272260036,0.3262753578104404
5821,5273,Sandy Leon,1989-03-13,C,B,R,,0.242582926595886,0.22480113419149536
32722,19997,Santiago Espinal,1994-11-13,2B/3B/OF,R,R,,0.29811082051282994,0.28522966936000604
18509,17975,Scott Kingery,1994-04-29,2B/SS,R,R,,0.26837901865545155,0.255157211267001
31926,21270,Sean Bouchard,1996-05-16,OF,R,R,,0.29708179225841463,0.2807606301827503
31687,19352,Sean Murphy,1994-10-10,C,R,R,,0.3108528338414649,0.3037359703697215
45770,sa3025414,Seaver King,2003-04-25,SS,R,R,,0.2708439531606473,0.26115324618703584
42991,sa3021069,Sebastian Walcott,2006-03-14,SS,R,R,,0.29759652897224564,0.28604715184053126
22924,18887,Seby Zavala,1993-08-28,C,R,R,,0.2571822059637753,0.24496049590453897
40927,30116,Seiya Suzuki,1994-08-18,OF,R,R,,0.3645508768586451,0.3366105029837987
